stockorg_code,sku_code,dt,begin_stock_qty,demand_qty,production_qty,trans_in_qty,trans_out_qty,safety_stock_qty,todo_qty,end_stock_qty
warehouse.ZZC,31010057468000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,32.806,32.806,32.806
warehouse.ZZC,31015760004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,18.488,18.488,18.488
warehouse.ZZC,31015830016000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,10.571,10.571,10.571
warehouse.ZZC,31016770003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,12.439,12.439,12.439
warehouse.ZZC,31455370004150101,2024-04-01,0.000,0.000,0.000,0.000,0.000,4.263,4.263,4.263
warehouse.ZZC,31710000004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,2.419,2.419,2.419
warehouse.ZZC,31SY6460001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,32.437,32.437,32.437
warehouse.CDA,31451840007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.DLC,31011360023171002,2024-04-01,0.000,0.000,0.000,0.000,0.000,77.734,77.734,77.734
warehouse.GDC,31963010002000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GDC,31B17377866000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HBA,31010010180000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HFC,31716450006000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,27.137,27.137,27.137
warehouse.JLC,31710000026000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,29.589,29.589,29.589
warehouse.LNC,31011360073170003,2024-04-01,0.000,0.000,0.000,0.000,0.000,19.311,19.311,19.311
warehouse.QNC,31010055976000004,2024-04-01,0.000,0.000,0.000,0.000,0.000,13.564,13.564,13.564
warehouse.XXF,31010010001150104,2024-04-01,0.000,0.000,0.000,0.000,0.000,22.243,22.243,22.243
warehouse.WHC,31017175086000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LSD,31011524680000000,2024-04-01,7.128,0.000,0.000,0.000,0.000,0.000,0.000,7.128
warehouse.ZYC,31010030128000000,2024-04-01,180.948,292.600,292.600,0.000,0.000,0.000,111.652,0.000
warehouse.XZC,31010030005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31710000028000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.FSF,31522220047240601,2024-04-01,31.512,66.080,66.080,0.000,0.000,0.000,34.568,0.000
warehouse.JLC,31010080200000001,2024-04-01,31.281,113.710,113.710,0.000,0.000,0.000,82.429,0.000
warehouse.FJX,31010057253000000,2024-04-01,17.136,25.200,0.000,12.616,0.000,0.000,0.000,4.552
warehouse.HRA,31010240019171000,2024-04-01,11.522,4.060,0.000,0.000,0.000,0.000,0.000,7.462
warehouse.WHC,31013080069000000,2024-04-01,23.602,0.000,0.000,0.000,0.000,0.000,0.000,23.602
warehouse.SXX,31525802767000000,2024-04-01,0.000,2.400,0.000,2.400,0.000,0.000,0.000,0.000
warehouse.GDC,31728040031000003,2024-04-01,115.000,248.570,248.570,0.000,100.145,0.000,233.715,0.000
warehouse.NJD,31014040001163100,2024-04-01,3.020,8.760,0.000,5.740,0.000,0.000,0.000,0.000
warehouse.WZC,31010010198000000,2024-04-01,4.700,10.440,0.000,5.740,0.000,0.000,0.000,0.000
warehouse.XDF,31457287264000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WZC,31010090098000000,2024-04-01,297.120,430.790,430.790,0.000,0.000,0.000,133.670,0.000
warehouse.YCF,31010057468000001,2024-04-01,92.513,633.850,633.850,0.000,346.605,0.000,887.942,0.000
warehouse.CZC,31010490001000000,2024-04-01,145.834,310.000,310.000,0.000,0.000,0.000,164.166,0.000
warehouse.CDA,31010010144000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZZC,31010200015000000,2024-04-01,160.467,289.940,289.940,0.000,0.000,0.000,129.473,0.000
warehouse.WHC,31010088788150102,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31010010003000000,2024-04-01,6.178,0.600,0.000,0.000,0.000,0.000,0.000,5.578
warehouse.NJA,31010055173120007,2024-04-01,15.119,408.000,408.000,0.000,8.024,0.000,400.905,0.000
warehouse.QJC,31457020001000000,2024-04-01,0.528,0.000,0.000,0.000,0.000,0.000,0.000,0.528
warehouse.SHC,31015830016000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.DLC,31195140007000000,2024-04-01,57.192,79.000,0.000,33.764,0.000,0.000,0.000,11.956
warehouse.YCF,31015760009280003,2024-04-01,18.132,18.000,0.000,5.323,0.000,0.000,0.000,5.455
warehouse.CDA,31017940001000000,2024-04-01,0.000,10.030,10.030,0.000,0.000,0.000,10.030,0.000
warehouse.GAA,31716450006000000,2024-04-01,100.961,40.530,0.000,0.000,0.000,0.000,0.000,60.431
warehouse.CDA,31010010012000000,2024-04-01,1.200,0.000,0.000,0.000,0.000,0.000,0.000,1.200
warehouse.XAF,31716450004000000,2024-04-01,75.588,53.335,0.000,21.618,0.000,0.000,0.000,43.871
warehouse.PJC,31726050011172000,2024-04-01,3.604,2.160,0.000,0.000,0.000,0.000,0.000,1.444
warehouse.SHC,31717195333000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WZC,31010060116000000,2024-04-01,4.300,0.000,0.000,0.000,0.000,0.000,0.000,4.300
warehouse.LCA,31A66840002000000,2024-04-01,2.914,0.000,0.000,0.000,0.000,0.000,0.000,2.914
warehouse.WHC,31710000029000000,2024-04-01,1.900,1.260,0.000,1.763,0.000,0.000,0.000,2.403
warehouse.YTF,31010051995000000,2024-04-01,200.000,401.360,401.360,0.000,0.000,0.000,201.360,0.000
warehouse.QJC,31710000033000000,2024-04-01,1.344,0.000,0.000,0.000,0.000,0.000,0.000,1.344
warehouse.CDA,31010660011000000,2024-04-01,0.000,29.360,29.360,0.000,0.000,0.000,29.360,0.000
warehouse.BZC,31260570009000000,2024-04-01,51.076,19.680,0.000,0.000,0.000,0.000,0.000,31.396
warehouse.HFC,31710000026000000,2024-04-01,131.664,7.260,0.000,0.000,0.000,0.000,0.000,124.404
warehouse.LSA,31014050001163300,2024-04-01,515.078,742.940,742.940,0.000,0.000,0.000,227.862,0.000
warehouse.DDC,31394360009000001,2024-04-01,30.000,99.500,99.500,0.000,0.000,0.000,69.500,0.000
warehouse.KLC,31726050015000000,2024-04-01,7.113,0.000,0.000,0.000,0.000,0.000,0.000,7.113
warehouse.HZA,31716450002000000,2024-04-01,941.581,1091.580,1091.580,0.000,977.654,0.000,1127.653,0.000
warehouse.HEP,31451848828172000,2024-04-01,1.296,0.000,0.000,0.000,0.000,0.000,0.000,1.296
warehouse.LSA,31717195333000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LCA,31010088788230050,2024-04-01,0.000,23.600,0.000,23.600,0.000,0.000,0.000,0.000
warehouse.CYF,31010770006170005,2024-04-01,17.513,13.200,0.000,0.000,0.000,0.000,0.000,4.313
warehouse.WHC,31A10000015000000,2024-04-01,15.264,0.000,0.000,0.000,238.004,0.000,222.740,0.000
warehouse.JLC,31010000123000000,2024-04-01,17.337,0.000,0.000,0.000,0.000,0.000,0.000,17.337
warehouse.WHC,31010051995150102,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31716450014000000,2024-04-01,4.970,11.780,0.000,18.092,0.000,0.000,0.000,11.282
warehouse.LCA,31717194419000000,2024-04-01,0.266,0.000,0.000,0.000,0.000,0.000,0.000,0.266
warehouse.LNC,31015210002170013,2024-04-01,0.000,434.840,434.840,0.000,0.000,0.000,434.840,0.000
warehouse.LNC,31016000003000000,2024-04-01,0.958,9.504,0.000,8.546,0.000,0.000,0.000,0.000
warehouse.LAC,31710000012000001,2024-04-01,13.694,0.000,0.000,0.000,0.000,0.000,0.000,13.694
warehouse.NXF,31014870010171000,2024-04-01,15.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000
warehouse.GDC,31015830007000000,2024-04-01,0.579,0.273,0.000,0.014,0.000,0.000,0.000,0.320
warehouse.YTF,31011980012000000,2024-04-01,135.066,134.410,0.000,18.640,0.000,0.000,0.000,19.296
warehouse.LSA,31010070008161900,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.KLC,31010650037000000,2024-04-01,33.478,73.900,0.000,55.475,0.000,0.000,0.000,15.053
warehouse.BBD,31011980002000000,2024-04-01,257.880,1516.670,1516.670,0.000,0.000,0.000,1258.790,0.000
warehouse.CZC,31717195333000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.KLC,31716450008000000,2024-04-01,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.456
warehouse.CZC,31010450023000000,2024-04-01,362.166,489.600,489.600,0.000,0.000,0.000,127.434,0.000
warehouse.GDC,31010060104000000,2024-04-01,59.448,118.040,118.040,0.000,0.000,0.000,58.592,0.000
warehouse.SZC,31A10007574000000,2024-04-01,1.500,0.000,0.000,0.000,0.000,0.000,0.000,1.500
warehouse.XAF,31017013975000001,2024-04-01,16.812,0.000,0.000,0.000,0.000,0.000,0.000,16.812
warehouse.HZA,31710001654000002,2024-04-01,26.772,0.000,0.000,0.000,34.710,0.000,7.938,0.000
warehouse.CZC,31017010005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GDC,31015580008000000,2024-04-01,7.413,0.000,0.000,0.000,0.000,0.000,0.000,7.413
warehouse.WHC,31455370012000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GDC,31010058317240121,2024-04-01,47.583,84.510,84.510,0.000,0.000,0.000,36.927,0.000
warehouse.LSA,31010057735000000,2024-04-01,510.489,668.700,668.700,0.000,0.000,0.000,158.211,0.000
warehouse.SZC,31716450006000000,2024-04-01,54.054,15.000,0.000,0.000,0.000,0.000,0.000,39.054
warehouse.SHC,31710000006000000,2024-04-01,6.080,22.000,0.000,33.017,0.000,0.000,0.000,17.097
warehouse.BBD,31011980007000000,2024-04-01,448.874,913.780,913.780,0.000,0.000,0.000,464.906,0.000
warehouse.XDF,31010010198000001,2024-04-01,329.334,448.000,448.000,0.000,0.000,0.000,118.666,0.000
warehouse.SQC,31010350003000000,2024-04-01,0.243,0.000,0.000,0.000,0.000,0.000,0.000,0.243
warehouse.HEP,31010920007000000,2024-04-01,8.820,17.120,0.000,8.300,0.000,0.000,0.000,0.000
warehouse.WHC,31726050065000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31716450014000000,2024-04-01,172.604,118.910,0.000,98.588,0.000,0.000,0.000,152.282
warehouse.BBD,31010050005000000,2024-04-01,302.892,963.460,963.460,0.000,0.000,0.000,660.568,0.000
warehouse.KLC,31012150026000000,2024-04-01,528.939,269.900,269.900,0.000,0.000,0.000,0.000,259.039
warehouse.SHC,31710000012000000,2024-04-01,392.734,119.190,0.000,0.000,0.000,0.000,0.000,273.544
warehouse.NJD,31010210007000000,2024-04-01,55.830,176.180,0.000,145.236,0.000,0.000,0.000,24.886
warehouse.QJC,31455370006000000,2024-04-01,0.620,2.200,0.000,1.580,0.000,0.000,0.000,0.000
warehouse.WZC,31010057118000000,2024-04-01,36.740,62.710,0.000,35.103,0.000,0.000,0.000,9.133
warehouse.SHC,31710000028000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31016710007000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.HFC,31015830007120001,2024-04-01,86.619,25.000,0.000,0.000,0.000,0.000,0.000,61.619
warehouse.LCA,31011190054000000,2024-04-01,8.104,211.150,211.150,0.000,0.000,0.000,203.046,0.000
warehouse.LNC,31010900012204500,2024-04-01,0.720,0.768,0.000,0.048,0.000,0.000,0.000,0.000
warehouse.ASC,31015830007171001,2024-04-01,4.122,0.000,0.000,0.000,0.000,0.000,0.000,4.122
warehouse.ZZC,31010570002000000,2024-04-01,1123.047,1776.000,1776.000,0.000,43.681,0.000,696.635,0.000
warehouse.XDF,31017153425000000,2024-04-01,295.669,184.200,184.200,0.000,211.263,0.000,99.793,0.000
warehouse.XDF,31010185851000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.GDC,31010310031240310,2024-04-01,5.058,0.000,0.000,0.000,0.000,0.000,0.000,5.058
warehouse.WHC,31A10000009000000,2024-04-01,34.374,0.000,0.000,0.000,217.076,0.000,182.702,0.000
warehouse.HBA,31728040025000003,2024-04-01,0.000,114.360,114.360,0.000,13.000,0.000,127.360,0.000
warehouse.TZA,31010080237120001,2024-04-01,179.226,1692.130,0.000,1707.857,0.000,0.000,0.000,194.953
warehouse.YCF,31716450008000000,2024-04-01,44.491,25.470,0.000,0.000,0.000,0.000,0.000,19.021
warehouse.QNC,31726050047000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31016713244000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.CYF,31010010139176000,2024-04-01,14.852,12.730,0.000,0.000,0.000,0.000,0.000,2.122
warehouse.WHC,31010010003000000,2024-04-01,159.010,0.554,0.554,0.000,147.361,0.000,0.000,11.095
warehouse.CYF,31A10000002150101,2024-04-01,20.585,32.900,0.000,24.822,0.000,0.000,0.000,12.507
warehouse.HSF,31010037484000000,2024-04-01,51.980,111.000,0.000,72.510,0.000,0.000,0.000,13.490
warehouse.GDC,31456720002000000,2024-04-01,0.364,0.515,0.000,0.513,0.000,0.000,0.000,0.362
warehouse.HBA,31A50000011000000,2024-04-01,2.035,0.000,0.000,0.000,0.000,0.000,0.000,2.035
warehouse.DLC,31016400008171000,2024-04-01,7.374,6.000,0.000,1.046,0.000,0.000,0.000,2.419
warehouse.WHC,31455370018000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.NJD,31A10000015000000,2024-04-01,0.780,0.000,0.000,0.000,0.000,0.000,0.000,0.780
warehouse.XAA,31010030047181002,2024-04-01,31.652,234.250,0.000,236.240,0.000,0.000,0.000,33.642
warehouse.HFC,31726050008130202,2024-04-01,1.080,1.980,0.000,8.448,0.000,0.000,0.000,7.548
warehouse.LNC,31011080001171000,2024-04-01,0.000,16.000,16.000,0.000,0.000,0.000,16.000,0.000
warehouse.TZA,31010052754122008,2024-04-01,332.712,391.540,391.540,0.000,0.000,0.000,58.828,0.000
warehouse.XDF,31015830007000000,2024-04-01,129.465,491.931,0.000,436.994,0.000,0.000,0.000,74.528
warehouse.GDC,31010010180000000,2024-04-01,38.301,18.533,0.000,0.000,0.000,0.000,0.000,19.768
warehouse.HBA,31017013975000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.WHC,31010210035000000,2024-04-01,48.074,135.380,135.380,0.000,1.000,0.000,88.306,0.000
warehouse.BZC,31010010001000014,2024-04-01,105.718,194.830,0.000,111.573,0.000,0.000,0.000,22.461
warehouse.QNC,31011520001000000,2024-04-01,22.213,71.000,71.000,0.000,0.000,0.000,48.787,0.000
warehouse.LSD,31010185851000000,2024-04-01,48.892,615.280,0.000,623.346,0.000,0.000,0.000,56.958
warehouse.HEP,31220560002000000,2024-04-01,52.542,56.700,56.700,0.000,24.194,0.000,28.352,0.000
warehouse.LAC,31010080197130101,2024-04-01,11.000,79.250,79.250,0.000,0.000,0.000,68.250,0.000
warehouse.XDF,31015830013000000,2024-04-01,487.269,68.150,68.150,0.000,558.542,0.000,139.423,0.000
warehouse.QJC,31710001654000000,2024-04-01,28.256,312.610,0.000,485.507,0.000,0.000,0.000,201.153
warehouse.FYC,31010080029000000,2024-04-01,61.110,0.000,0.000,0.000,0.000,0.000,0.000,61.110
warehouse.WHC,31010473816000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.FSF,31726050009000000,2024-04-01,14.976,12.000,12.000,0.000,0.000,0.000,0.000,2.976
warehouse.BBD,31010480011130302,2024-04-01,64.230,503.130,503.130,0.000,0.000,0.000,438.900,0.000
warehouse.WHC,31716690020000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XDF,31016010005000000,2024-04-01,121.467,198.810,198.810,0.000,248.930,0.000,326.273,0.000
warehouse.SXX,31010058660000000,2024-04-01,0.000,111.230,0.000,126.071,0.000,0.000,0.000,14.841
warehouse.HRA,31010051995180501,2024-04-01,1.512,0.760,0.000,0.000,0.000,0.000,0.000,0.752
warehouse.LSA,31A10000005000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31010053424250001,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31010080213140005,2024-04-01,6.440,308.860,0.000,318.014,0.000,0.000,0.000,15.594
warehouse.YCF,31017105837000001,2024-04-01,12.003,0.000,0.000,0.000,72.000,0.000,59.997,0.000
warehouse.XAF,31010080007140506,2024-04-01,170.000,226.080,226.080,0.000,0.000,0.000,56.080,0.000
warehouse.NJA,31010010198000000,2024-04-01,0.234,6.900,0.000,6.666,0.000,0.000,0.000,0.000
warehouse.LSD,31010208716000000,2024-04-01,4.879,0.000,0.000,0.000,0.000,0.000,0.000,4.879
warehouse.WHC,31010198337000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.XAF,31013080001140000,2024-04-01,55.527,93.130,93.130,0.000,0.000,0.000,37.603,0.000
warehouse.GSC,31726050011190002,2024-04-01,79.794,324.620,324.620,0.000,33.310,0.000,278.136,0.000
warehouse.GXC,31710004389000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.LCA,31015640002000000,2024-04-01,23.960,15.000,0.000,0.000,0.000,0.000,0.000,8.960
warehouse.ZZC,31010010013000013,2024-04-01,16.356,17.950,0.000,0.000,0.000,0.000,1.594,0.000
warehouse.QNC,31A10000009000000,2024-04-01,2.502,3.500,0.000,2.692,0.000,0.000,0.000,1.694
warehouse.NJD,31010055976000030,2024-04-01,121.820,536.510,536.510,0.000,0.000,0.000,414.690,0.000
warehouse.BZC,31710000021000000,2024-04-01,0.792,1.000,0.000,1.176,0.000,0.000,0.000,0.968
warehouse.YCD,31011836105000000,2024-04-01,1.212,0.000,0.000,0.000,0.000,0.000,0.000,1.212
warehouse.XAA,31015830007171000,2024-04-01,1.328,9.560,0.000,20.251,0.000,0.000,0.000,12.019
warehouse.JLC,31010240019171000,2024-04-01,5.708,18.540,0.000,25.688,0.000,0.000,0.000,12.856
warehouse.QJC,31010198337000000,2024-04-01,96.286,208.390,208.390,0.000,20.093,0.000,132.196,0.000
warehouse.WHC,31457020001000000,2024-04-01,0.612,0.000,0.000,0.000,0.000,0.000,0.000,0.612
warehouse.NJA,31015830007120001,2024-04-01,0.000,0.690,0.000,1.082,0.000,0.000,0.000,0.392
warehouse.JLC,31010240015000000,2024-04-01,1.608,0.000,0.000,0.000,0.000,0.000,0.000,1.608
warehouse.SHC,31A40000005150101,2024-04-01,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.064
warehouse.CYF,31710000026000000,2024-04-01,1.260,0.000,0.000,0.000,0.000,0.000,0.000,1.260
warehouse.WHC,31726050068150101,2024-04-01,35.400,0.000,0.000,0.000,0.000,0.000,0.000,35.400
warehouse.CZC,31010070003000000,2024-04-01,8.484,21.600,0.000,13.116,0.000,0.000,0.000,0.000
warehouse.LJC,31710000004000000,2024-04-01,150.444,228.780,0.000,281.038,0.000,0.000,0.000,202.702
warehouse.GDC,31710004389000000,2024-04-01,1.728,0.000,0.000,0.000,0.000,0.000,0.000,1.728
warehouse.HNA,31010080057000001,2024-04-01,98.622,46.000,46.000,0.000,0.000,0.000,0.000,52.622
warehouse.QNC,31010050228000002,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.CYF,31452153964171000,2024-04-01,5.897,17.000,0.000,15.061,0.000,0.000,0.000,3.957
warehouse.HBA,31456720002150101,2024-04-01,0.000,11.192,0.000,11.192,0.000,0.000,0.000,0.000
warehouse.JLC,31010720047180400,2024-04-01,107.591,517.440,517.440,0.000,0.000,0.000,409.849,0.000
warehouse.LSA,31011520001000000,2024-04-01,70.112,276.680,0.000,259.496,0.000,0.000,0.000,52.927
warehouse.AQF,31016390002000000,2024-04-01,108.838,327.150,327.150,0.000,0.000,0.000,218.312,0.000
warehouse.SHC,31010030003000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.JLC,31560000020180401,2024-04-01,4.128,325.250,325.250,0.000,0.000,0.000,321.122,0.000
warehouse.GAA,31520030006000000,2024-04-01,26.040,0.000,0.000,0.000,0.000,0.000,0.000,26.040
warehouse.QHD,31710000023000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.JSA,31710000026000000,2024-04-01,1043.388,1500.606,1500.606,0.000,1872.233,0.000,2329.451,0.000
warehouse.LJC,31011360092180400,2024-04-01,30.888,0.000,0.000,0.000,0.000,0.000,0.000,30.888
warehouse.HND,31710000019000000,2024-04-01,2.376,0.300,0.000,0.000,0.000,0.000,0.000,2.076
warehouse.BZC,31010051936000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.YTF,31013080060000000,2024-04-01,100.000,518.780,0.000,463.260,0.000,0.000,0.000,44.480
warehouse.LNC,31717195333000000,2024-04-01,1.996,0.000,0.000,0.000,0.000,0.000,0.000,1.996
warehouse.HEP,31011260030000000,2024-04-01,15.493,48.810,48.810,0.000,0.000,0.000,33.317,0.000
warehouse.XDF,31016000003000000,2024-04-01,12.799,26.136,0.000,13.337,0.000,0.000,0.000,0.000
warehouse.WZC,31010150045110403,2024-04-01,746.760,2024.820,2024.820,0.000,0.000,0.000,1278.060,0.000
warehouse.LSD,31728040001000000,2024-04-01,1.236,3.000,0.000,1.764,0.000,0.000,0.000,0.000
warehouse.JLC,31016400002171000,2024-04-01,0.150,0.330,0.000,0.339,0.000,0.000,0.000,0.160
warehouse.SXX,31017218344000000,2024-04-01,10.581,0.000,0.000,0.000,0.000,0.000,0.000,10.581
warehouse.GSC,31015760009000000,2024-04-01,78.168,55.240,55.240,0.000,0.000,0.000,0.000,22.928
warehouse.FSF,31010520022240700,2024-04-01,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.960
warehouse.WHC,31017930001000000,2024-04-01,192.165,0.000,0.000,0.000,8.586,0.000,0.000,183.579
warehouse.NJA,31010000013000000,2024-04-01,43.354,17.500,17.500,0.000,53.284,0.000,27.431,0.000
warehouse.YTF,31716450032000000,2024-04-01,1.030,0.000,0.000,0.000,0.000,0.000,0.000,1.030
warehouse.SZC,31010240019000000,2024-04-01,6.784,8.000,0.000,5.571,0.000,0.000,0.000,4.355
warehouse.NJD,31015830007000002,2024-04-01,29.000,2.200,2.200,0.000,32.842,0.000,6.042,0.000
warehouse.SHC,31015630002000000,2024-04-01,18.022,5.130,0.000,0.000,0.000,0.000,0.000,12.892
warehouse.SHC,31716450004000000,2024-04-01,148.674,40.370,0.000,0.000,0.000,0.000,0.000,108.304
warehouse.NJA,31010070003000000,2024-04-01,31.903,42.100,0.000,20.586,0.000,0.000,0.000,10.389
warehouse.NJA,31015830008000000,2024-04-01,0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.914
warehouse.HNA,31710000012000000,2024-04-01,54.263,39.050,0.000,13.231,0.000,0.000,0.000,28.444
warehouse.DLC,31014050001171000,2024-04-01,79.530,71.600,71.600,0.000,0.000,0.000,0.000,7.930
warehouse.NXF,31716450032000000,2024-04-01,5.000,6.710,0.000,7.847,0.000,0.000,0.000,6.137
warehouse.DLC,31010080004171000,2024-04-01,114.602,182.600,182.600,0.000,0.000,0.000,67.998,0.000
warehouse.WZC,31010050272000000,2024-04-01,4.440,13.070,0.000,12.132,0.000,0.000,0.000,3.502
warehouse.LSA,31A50000004000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.NJD,31013080003000001,2024-04-01,33.140,182.880,182.880,0.000,0.000,0.000,149.740,0.000
warehouse.XAF,31525802767000000,2024-04-01,4.039,3.600,0.000,0.000,0.000,0.000,0.000,0.439
warehouse.WHC,31015830009000000,2024-04-01,30.708,5.120,5.120,0.000,37.065,0.000,11.477,0.000
warehouse.TZA,31010010202000000,2024-04-01,1.818,2.000,0.000,0.182,0.000,0.000,0.000,0.000
warehouse.WZC,31010080007000000,2024-04-01,226.356,459.190,459.190,0.000,223.925,0.000,456.759,0.000
warehouse.HND,31710000029000000,2024-04-01,1.180,0.800,0.000,0.265,0.000,0.000,0.000,0.645
warehouse.LCA,31455370001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.BBD,31017018178000000,2024-04-01,22.680,28.340,0.000,13.692,0.000,0.000,0.000,8.032
warehouse.WHC,31730000001000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.QNC,31850000003000000,2024-04-01,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000
warehouse.LCA,31726050030000000,2024-04-01,4.103,151.680,0.000,168.128,0.000,0.000,0.000,20.551
warehouse.JLC,31A10007574000000,2024-04-01,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.800
warehouse.WHC,31010900017000000,2024-04-01,82.158,4.740,4.740,0.000,711.253,0.000,633.835,0.000
warehouse.HEP,31010080009180001,2024-04-01,26.448,29.940,29.940,0.000,0.000,0.000,3.492,0.000
warehouse.MYA,31015830013000000,2024-04-01,38.648,77.140,0.000,94.822,0.000,0.000,0.000,56.330
warehouse.NJA,31010080017000000,2024-04-01,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.134
warehouse.HBA,31010051995000000,2024-04-01,600.000,2267.860,2267.860,0.000,0.000,0.000,1667.860,0.000
warehouse.BZC,31010030187204500,2024-04-01,7.640,79.860,0.000,80.346,0.000,0.000,0.000,8.126
warehouse.WHC,31010010001190007,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.SHC,31726050009000000,2024-04-01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
warehouse.ZZC,31SY6460003000000,2024-04-01,13.638,165.580,165.580,0.000,0.000,0.000,151.942,0.000
warehouse.QJC,31010040007110200,2024-04-01,309.430,993.230,993.230,0.000,0.000,0.000,683.800,0.000
warehouse.XAA,31710000068000000,2024-04-01,4.900,0.000,0.000,0.000,0.000,0.000,0.000,4.900
warehouse.GDC,31010310025000000,2024-04-01,41.862,250.120,250.120,0.000,0.000,0.000,208.258,0.000
warehouse.WHC,31963010004000000,2024-04-01,1.323,0.000,0.000,0.000,0.040,0.000,0.000,1.283
warehouse.DLC,31710004389000000,2024-04-01,3.139,1.000,0.000,1.127,0.000,0.000,0.000,3.266
warehouse.XAA,31010010010000001,2024-04-01,1.260,0.000,0.000,0.000,0.000,0.000,0.000,1.260
warehouse.GXC,31010900016000000,2024-04-01,11.944,3.740,0.000,0.000,0.000,0.000,0.000,8.204
warehouse.GSC,31010030014000003,2024-04-01,817.438,1224.440,1224.440,0.000,0.000,0.000,407.002,0.000
